	[C](normalized)	[CCML](normalized)	[Ca](normalized)	[CWP](normalized)	[N](normalized)	[NCML](normalized)
hsa_circ_0079410	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0079400	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0079365	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0079332	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0079306	0	0.663747764	1.549000403	0.487322856	0.658751561	2.070881559
hsa_circ_0079284	0	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0079248	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0079074	2.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0079048	0	0.663747764	2.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0079040	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0078786	0	0.663747764	2.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0078784	0	0.663747764	0.549000403	0.487322856	0.658751561	2.485919059
hsa_circ_0078762	0	2.663747764	0.549000403	0.487322856	0.658751561	2.485919059
hsa_circ_0078619	0	0.663747764	4.008432022	1.487322856	3.980679655	0.485919059
hsa_circ_0078617	0	4.364187482	3.718925404	0.487322856	0.658751561	0.485919059
hsa_circ_0078616	0	0.663747764	1.549000403	2.487322856	0.658751561	0.485919059
hsa_circ_0078608	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0078548	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0078538	0	0.663747764	0.549000403	3.072285357	0.658751561	0.485919059
hsa_circ_0078510	0	0.663747764	0.549000403	0.487322856	0.658751561	1.485919059
hsa_circ_0078373	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0078362	1	0.663747764	2.133962904	0.487322856	2.658751561	0.485919059
hsa_circ_0078357	1.584962501	2.248710265	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0078310	1.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0078297	1.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0078241	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0078218	0	2.248710265	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0078208	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0078150	2	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0078139	0	0.663747764	3.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0077970	0	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0077896	0	0.663747764	0.549000403	0.487322856	2.980679655	0.485919059
hsa_circ_0077892	0	2.663747764	3.356355325	0.487322856	0.658751561	2.070881559
hsa_circ_0077850	0	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0077837	0	0.663747764	0.549000403	0.487322856	3.658751561	0.485919059
hsa_circ_0077828	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0077817	0	1.663747764	0.549000403	0.487322856	0.658751561	2.070881559
hsa_circ_0077802	2.321928095	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0077747	0	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0077736	1.584962501	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0077718	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0077705	0	0.663747764	0.549000403	1.487322856	0.658751561	0.485919059
hsa_circ_0077648	2	0.663747764	0.549000403	0.487322856	4.118183179	0.485919059
hsa_circ_0077574	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0077536	1	2.248710265	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0077535	0	3.985675859	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0077519	2.807354922	4.248710265	2.549000403	0.487322856	0.658751561	2.485919059
hsa_circ_0077495	1	3.471102686	0.549000403	2.072285357	0.658751561	0.485919059
hsa_circ_0077426	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0077179	3.906890596	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0077108	0	2.248710265	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0077096	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0077083	0	0.663747764	3.356355325	0.487322856	0.658751561	0.485919059
hsa_circ_0077082	2	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0077078	1.584962501	2.985675859	0.549000403	0.487322856	0.658751561	1.485919059
hsa_circ_0076961	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0076886	0	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0076881	0	0.663747764	2.549000403	1.487322856	0.658751561	0.485919059
hsa_circ_0076742	0	0.663747764	2.133962904	3.294677779	0.658751561	0.485919059
hsa_circ_0076704	1	0.663747764	0.549000403	2.072285357	0.658751561	2.070881559
hsa_circ_0076703	0	0.663747764	0.549000403	0.487322856	2.243714061	0.485919059
hsa_circ_0076610	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0076560	0	0.663747764	2.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0076558	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0076467	0	0.663747764	0.549000403	1.487322856	0.658751561	0.485919059
hsa_circ_0076413	0	0.663747764	0.549000403	2.487322856	0.658751561	0.485919059
hsa_circ_0076412	0	0.663747764	0.549000403	3.294677779	0.658751561	0.485919059
hsa_circ_0076406	0	0.663747764	0.549000403	1.487322856	0.658751561	0.485919059
hsa_circ_0076373	0	0.663747764	2.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0076251	0	0.663747764	0.549000403	0.487322856	3.466106483	0.485919059
hsa_circ_0076222	0	2.248710265	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0076169	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0076154	0	0.663747764	0.549000403	0.487322856	0.658751561	2.070881559
hsa_circ_0076125	2.321928095	2.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0076058	0	0.663747764	0.549000403	2.072285357	0.658751561	0.485919059
hsa_circ_0076054	0	0.663747764	0.549000403	2.487322856	0.658751561	0.485919059
hsa_circ_0075917	0	0.663747764	0.549000403	0.487322856	3.658751561	0.485919059
hsa_circ_0075862	0	3.833672766	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0075835	0	2.663747764	3.133962904	2.809250951	0.658751561	0.485919059
hsa_circ_0075828	2.807354922	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0075820	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0075819	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0075811	0	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0075808	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0075796	2.584962501	3.248710265	3.549000403	2.487322856	3.828676562	3.293273981
hsa_circ_0075792	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0075750	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0075737	0	0.663747764	3.549000403	1.487322856	0.658751561	0.485919059
hsa_circ_0075736	1	0.663747764	4.356355325	0.487322856	0.658751561	0.485919059
hsa_circ_0075675	0	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0075648	0	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0075636	0	0.663747764	0.549000403	0.487322856	3.466106483	0.485919059
hsa_circ_0075575	0	2.248710265	1.549000403	2.487322856	2.658751561	0.485919059
hsa_circ_0075566	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0075561	0	2.248710265	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0075554	0	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0075533	2.807354922	0.663747764	3.133962904	0.487322856	0.658751561	2.807847153
hsa_circ_0075504	0	3.248710265	4.356355325	3.809250951	0.658751561	1.485919059
hsa_circ_0075501	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0075456	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0075402	2	0.663747764	3.356355325	1.487322856	0.658751561	0.485919059
hsa_circ_0075364	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0075356	0	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0075346	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0075341	1.584962501	2.985675859	4.356355325	2.072285357	0.658751561	0.485919059
hsa_circ_0075298	0	0.663747764	0.549000403	0.487322856	3.658751561	0.485919059
hsa_circ_0075288	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0075256	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0075161	0	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0075011	1	1.663747764	0.549000403	1.487322856	0.658751561	0.485919059
hsa_circ_0075000	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0074990	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0074760	2	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0074726	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0074719	2.321928095	0.663747764	2.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0074670	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0074665	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0074623	1	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0074371	4.754887502	3.663747764	3.718925404	2.487322856	0.658751561	1.485919059
hsa_circ_0074368	3.169925001	0.663747764	0.549000403	0.487322856	3.658751561	1.485919059
hsa_circ_0074362	0	1.663747764	2.133962904	0.487322856	1.658751561	1.485919059
hsa_circ_0074323	0	2.248710265	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0074243	0	2.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0074229	0	2.248710265	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0074183	0	0.663747764	0.549000403	0.487322856	0.658751561	1.485919059
hsa_circ_0074082	1	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0074075	0	0.663747764	0.549000403	0.487322856	3.828676562	0.485919059
hsa_circ_0074042	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0073992	0	0.663747764	3.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0073983	2	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0073901	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0073868	0	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0073823	0	0.663747764	3.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0073810	0	0.663747764	0.549000403	0.487322856	3.658751561	0.485919059
hsa_circ_0073795	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0073729	1	1.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0073719	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0073706	1.584962501	2.985675859	2.133962904	2.487322856	0.658751561	0.485919059
hsa_circ_0073692	2.321928095	1.663747764	2.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0073623	0	0.663747764	2.133962904	0.487322856	3.243714061	0.485919059
hsa_circ_0073486	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0073435	0	0.663747764	0.549000403	0.487322856	4.466106483	0.485919059
hsa_circ_0073396	0	2.248710265	0.549000403	1.487322856	0.658751561	0.485919059
hsa_circ_0073379	0	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0073371	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0073276	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0073244	0	2.248710265	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0073237	0	0.663747764	0.549000403	0.487322856	3.243714061	0.485919059
hsa_circ_0073222	1	2.248710265	0.549000403	0.487322856	0.658751561	1.485919059
hsa_circ_0073216	0	0.663747764	0.549000403	0.487322856	3.828676562	0.485919059
hsa_circ_0073177	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0073163	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0073127	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0073081	1	0.663747764	0.549000403	0.487322856	4.359191279	0.485919059
hsa_circ_0073052	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0073036	0	2.985675859	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0072995	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0072979	1.584962501	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0072954	0	3.248710265	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0072932	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0072904	1	1.663747764	1.549000403	0.487322856	3.658751561	2.070881559
hsa_circ_0072848	0	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0072797	0	0.663747764	0.549000403	0.487322856	0.658751561	1.485919059
hsa_circ_0072780	1.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0072750	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0072741	1	2.663747764	6.249440121	2.072285357	0.658751561	0.485919059
hsa_circ_0072732	2.584962501	2.663747764	3.356355325	0.487322856	0.658751561	0.485919059
hsa_circ_0072697	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0072672	2	0.663747764	3.356355325	0.487322856	0.658751561	0.485919059
hsa_circ_0072627	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0072593	0	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0072547	1.584962501	3.248710265	3.356355325	0.487322856	0.658751561	0.485919059
hsa_circ_0072546	0	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0072440	1.584962501	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0072437	1	3.248710265	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0072391	0	2.248710265	0.549000403	2.487322856	0.658751561	0.485919059
hsa_circ_0072387	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0072380	0	0.663747764	2.549000403	0.487322856	2.980679655	0.485919059
hsa_circ_0072331	2.321928095	0.663747764	0.549000403	0.487322856	0.658751561	3.293273981
hsa_circ_0072309	0	0.663747764	2.549000403	0.487322856	4.118183179	2.485919059
hsa_circ_0072255	0	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0072251	1.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0072202	0	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0072132	0	0.663747764	1.549000403	0.487322856	2.658751561	0.485919059
hsa_circ_0072084	0	0.663747764	0.549000403	1.487322856	0.658751561	0.485919059
hsa_circ_0072056	0	0.663747764	0.549000403	0.487322856	3.243714061	0.485919059
hsa_circ_0072023	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0072012	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0071973	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0071845	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0071705	0	2.248710265	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0071653	1.584962501	3.663747764	3.870928498	3.294677779	0.658751561	0.485919059
hsa_circ_0071624	0	0.663747764	0.549000403	0.487322856	0.658751561	1.485919059
hsa_circ_0071538	0	0.663747764	2.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0071515	0	3.248710265	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0071434	1.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0071410	2.321928095	2.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0071404	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0071375	2	4.123179383	2.870928498	2.072285357	4.118183179	0.485919059
hsa_circ_0071330	1.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0071311	2.321928095	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0071261	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0071243	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0071236	0	0.663747764	3.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0071234	0	0.663747764	3.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0071198	0	0.663747764	3.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0071197	0	0.663747764	0.549000403	1.487322856	0.658751561	0.485919059
hsa_circ_0071196	0	0.663747764	3.718925404	0.487322856	0.658751561	0.485919059
hsa_circ_0071175	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0071168	0	0.663747764	0.549000403	0.487322856	3.466106483	0.485919059
hsa_circ_0071122	0	2.985675859	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0071113	0	2.985675859	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0071106	4.169925001	5.248710265	4.941317826	3.487322856	5.051068983	0.485919059
hsa_circ_0071099	2.807354922	1.663747764	3.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0071037	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0071036	0	0.663747764	3.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0071022	0	0.663747764	2.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0071013	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0070997	0	1.663747764	3.356355325	2.072285357	0.658751561	0.485919059
hsa_circ_0070985	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0070960	2	0.663747764	0.549000403	0.487322856	0.658751561	2.070881559
hsa_circ_0070935	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0070933	1	0.663747764	1.549000403	2.072285357	0.658751561	0.485919059
hsa_circ_0070928	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0070774	0	0.663747764	2.133962904	2.072285357	0.658751561	0.485919059
hsa_circ_0070697	1.584962501	0.663747764	3.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0070660	0	2.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0070649	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0070574	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0070573	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0070562	0	2.248710265	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0070533	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0070526	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0070513	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0070482	0	1.663747764	0.549000403	0.487322856	1.658751561	0.485919059
hsa_circ_0070470	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0070467	1.584962501	3.248710265	3.718925404	2.487322856	4.565642156	0.485919059
hsa_circ_0070463	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0070421	2	2.248710265	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0070413	0	2.663747764	0.549000403	0.487322856	0.658751561	0.485919059
